a;b;Coupe min;Nombre de contractions
3,6;6;4;34
3,7;2;23;22
3,7;3;15;25
3,7;4;2;28
3,7;5;2;31
3,7;6;2;34
3,8;2;3;22
3,8;3;4;25
3,8;4;3;28
3,8;5;4;31
3,8;6;3;34
3,9;2;19;22
3,9;3;5;25
3,9;4;2;28
3,9;5;2;31
3,9;6;6;34
4;2;5;22
4;3;17;25
4;4;4;28
4;5;5;31
4;6;4;34
4,1;2;3;22
4,1;3;4;25
4,1;4;6;28
4,1;5;2;31
4,1;6;6;34
4,2;2;25;21
4,2;3;11;23
4,2;4;4;25
4,2;5;2;27
4,2;6;2;29
4,3;2;6;21
4,3;3;2;23
4,3;4;4;25
4,3;5;14;27
4,3;6;6;29
4,4;2;6;21
4,4;3;31;23
4,4;4;10;25
4,4;5;3;27
4,4;6;5;29
4,5;2;25;21
4,5;3;6;23
4,5;4;2;25
4,5;5;4;27
4,5;6;6;29
4,6;2;6;21
4,6;3;3;23
4,6;4;4;25
4,6;5;4;27
4,6;6;6;29
4,7;2;9;21
4,7;3;19;23
4,7;4;2;25
4,7;5;6;27
4,7;6;2;29
4,8;2;17;21
4,8;3;2;23
4,8;4;6;25
4,8;5;17;27
4,8;6;3;29
4,9;2;26;21
4,9;3;26;23
4,9;4;11;25
4,9;5;2;27
4,9;6;2;29
5;2;15;21
5;3;2;23
5;4;6;25
5;5;4;27
5;6;10;29
5,1;2;26;21
5,1;3;2;23
5,1;4;2;25
5,1;5;3;27
5,1;6;2;29
2,2;2;0;0
2,2;3;0;0
2,2;4;0;0
2,2;5;0;0
2,2;6;0;0
2,3;2;0;0
2,3;3;0;0
2,3;4;0;0
2,3;5;0;0
2,3;6;0;0
2,4;2;0;0
2,4;3;0;0
2,4;4;0;0
2,4;5;0;0
2,4;6;0;0
2,5;2;0;0
2,5;3;0;0
2,5;4;0;0
2,5;5;0;0
2,5;6;0;0
2,6;2;0;0
2,6;3;0;0
2,6;4;0;0
2,6;5;0;0
2,6;6;0;0
2,7;2;0;0
2,7;3;0;0
2,7;4;0;0
2,7;5;0;0
2,7;6;0;0
2,8;2;0;0
2,8;3;0;0
2,8;4;0;0
2,8;5;0;0
2,8;6;0;0
2,9;2;0;0
2,9;3;0;0
2,9;4;0;0
2,9;5;0;0
2,9;6;0;0
3;2;0;0
3;3;0;0
3;4;0;0
3;5;0;0
3;6;0;0
3,1;2;0;0
3,1;3;0;0
3,1;4;0;0
3,1;5;0;0
3,1;6;0;0
3,2;2;0;0
3,2;3;0;0
3,2;4;0;0
3,2;5;0;0
3,2;6;0;0
3,3;2;0;0
3,3;3;0;0
3,3;4;0;0
3,3;5;0;0
3,3;6;0;0
3,4;2;0;0
3,4;3;0;0
3,4;4;0;0
3,4;5;0;0
3,4;6;0;0
3,5;2;0;0
3,5;3;0;0
3,5;4;0;0
3,5;5;0;0
3,5;6;0;0
3,6;2;0;0
3,6;3;0;0
3,6;4;0;0
3,6;5;0;0
3,6;6;0;0
3,7;2;0;0
3,7;3;0;0
3,7;4;0;0
3,7;5;0;0
3,7;6;0;0
3,8;2;0;0
3,8;3;0;0
3,8;4;0;0
3,8;5;0;0
3,8;6;0;0
3,9;2;0;0
3,9;3;0;0
3,9;4;0;0
3,9;5;0;0
3,9;6;0;0
4;2;0;0
4;3;0;0
4;4;0;0
4;5;0;0
4;6;0;0
4,1;2;0;0
4,1;3;0;0
4,1;4;0;0
4,1;5;0;0
4,1;6;0;0
4,2;2;0;0
4,2;3;0;0
4,2;4;0;0
4,2;5;0;0
4,2;6;0;0
4,3;2;0;0
4,3;3;0;0
4,3;4;0;0
4,3;5;0;0
4,3;6;0;0
4,4;2;0;0
4,4;3;0;0
4,4;4;0;0
4,4;5;0;0
4,4;6;0;0
4,5;2;0;0
4,5;3;0;0
4,5;4;0;0
4,5;5;0;0
4,5;6;0;0
4,6;2;0;0
4,6;3;0;0
4,6;4;0;0
4,6;5;0;0
4,6;6;0;0
4,7;2;0;0
4,7;3;0;0
4,7;4;0;0
4,7;5;0;0
4,7;6;0;0
4,8;2;0;0
4,8;3;0;0
4,8;4;0;0
4,8;5;0;0
4,8;6;0;0
4,9;2;0;0
4,9;3;0;0
4,9;4;0;0
4,9;5;0;0
4,9;6;0;0
5;2;0;0
5;3;0;0
5;4;0;0
5;5;0;0
5;6;0;0
5,1;2;0;0
5,1;3;0;0
5,1;4;0;0
5,1;5;0;0
5,1;6;0;0
2,2;2;46;41
2,2;3;25;63
2,2;4;49;91
2,2;5;26;125
2,2;6;24;165
2,3;2;124;38
2,3;3;26;55
2,3;4;26;76
2,3;5;26;101
2,3;6;24;130
2,4;2;67;38
2,4;3;25;55
2,4;4;24;76
2,4;5;25;101
2,4;6;48;130
2,5;2;49;37
2,5;3;26;53
2,5;4;48;73
2,5;5;24;97
2,5;6;26;125
2,6;2;145;35
2,6;3;26;47
2,6;4;47;61
2,6;5;50;77
2,6;6;48;95
2,7;2;48;34
2,7;3;24;45
2,7;4;25;58
2,7;5;49;73
2,7;6;26;90
2,8;2;122;34
2,8;3;23;45
2,8;4;26;58
2,8;5;24;73
2,8;6;25;90
2,9;2;107;34
2,9;3;47;45
2,9;4;70;58
2,9;5;24;73
2,9;6;25;90
3;2;137;34
3;3;45;45
3;4;47;58
3;5;25;73
3;6;49;90
3,1;2;147;31
3,1;3;69;37
3,1;4;84;43
3,1;5;164;49
3,1;6;120;55
3,2;2;26;31
3,2;3;106;37
3,2;4;26;43
3,2;5;25;49
3,2;6;24;55
3,3;2;120;31
3,3;3;25;37
3,3;4;85;43
3,3;5;47;49
3,3;6;25;55
3,4;2;90;30
3,4;3;49;35
3,4;4;145;40
3,4;5;66;45
3,4;6;69;50
3,5;2;104;30
3,5;3;25;35
3,5;4;68;40
3,5;5;70;45
3,5;6;105;50
3,6;2;148;30
3,6;3;90;35
3,6;4;26;40
3,6;5;123;45
3,6;6;26;50
3,7;2;25;30
3,7;3;89;35
3,7;4;25;40
3,7;5;26;45
3,7;6;49;50
3,8;2;118;30
3,8;3;106;35
3,8;4;69;40
3,8;5;122;45
3,8;6;25;50
3,9;2;88;29
3,9;3;69;33
3,9;4;26;37
3,9;5;133;41
3,9;6;70;45
4;2;108;29
4;3;121;33
4;4;104;37
4;5;26;41
4;6;71;45
4,1;2;108;29
4,1;3;26;33
4,1;4;119;37
4,1;5;49;41
4,1;6;49;45
4,2;2;69;29
4,2;3;87;33
4,2;4;90;37
4,2;5;25;41
4,2;6;87;45
4,3;2;134;29
4,3;3;24;33
4,3;4;26;37
4,3;5;25;41
4,3;6;49;45
4,4;2;105;29
4,4;3;67;33
4,4;4;69;37
4,4;5;26;41
4,4;6;50;45
4,5;2;70;29
4,5;3;92;33
4,5;4;70;37
4,5;5;26;41
4,5;6;26;45
4,6;2;26;28
4,6;3;122;31
4,6;4;147;34
4,6;5;48;37
4,6;6;106;40
4,7;2;162;28
4,7;3;26;31
4,7;4;119;34
4,7;5;48;37
4,7;6;25;40
4,8;2;90;28
4,8;3;24;31
4,8;4;147;34
4,8;5;104;37
4,8;6;26;40
4,9;2;138;28
4,9;3;26;31
4,9;4;25;34
4,9;5;70;37
4,9;6;46;40
5;2;90;28
5;3;90;31
5;4;85;34
5;5;24;37
5;6;25;40
5,1;2;50;28
5,1;3;24;31
5,1;4;71;34
5,1;5;26;37
5,1;6;25;40
2,2;2;36;31
2,2;3;34;46
2,2;4;48;65
2,2;5;20;88
2,2;6;18;115
2,3;2;50;29
2,3;3;45;40
2,3;4;35;53
2,3;5;17;68
2,3;6;18;85
2,4;2;19;29
2,4;3;49;40
2,4;4;32;53
2,4;5;34;68
2,4;6;18;85
2,5;2;37;28
2,5;3;18;38
2,5;4;19;50
2,5;5;20;64
2,5;6;18;80
2,6;2;75;28
2,6;3;17;38
2,6;4;34;50
2,6;5;20;64
2,6;6;18;80
2,7;2;61;26
2,7;3;61;32
2,7;4;34;38
2,7;5;31;44
2,7;6;36;50
2,8;2;76;25
2,8;3;65;30
2,8;4;51;35
2,8;5;73;40
2,8;6;34;45
2,9;2;19;25
2,9;3;20;30
2,9;4;20;35
2,9;5;59;40
2,9;6;48;45
3;2;35;25
3;3;77;30
3;4;17;35
3;5;34;40
3;6;47;45
3,1;2;61;25
3,1;3;19;30
3,1;4;18;35
3,1;5;20;40
3,1;6;34;45
3,2;2;87;24
3,2;3;53;28
3,2;4;17;32
3,2;5;35;36
3,2;6;18;40
3,3;2;64;24
3,3;3;91;28
3,3;4;35;32
3,3;5;35;36
3,3;6;32;40
3,4;2;92;24
3,4;3;75;28
3,4;4;19;32
3,4;5;49;36
3,4;6;48;40
3,5;2;95;24
3,5;3;35;28
3,5;4;87;32
3,5;5;17;36
3,5;6;82;40
3,6;2;49;24
3,6;3;99;28
3,6;4;53;32
3,6;5;18;36
3,6;6;19;40
3,7;2;49;23
3,7;3;37;26
3,7;4;17;29
3,7;5;35;32
3,7;6;19;35
3,8;2;96;23
3,8;3;19;26
3,8;4;17;29
3,8;5;37;32
3,8;6;17;35
3,9;2;33;23
3,9;3;74;26
3,9;4;61;29
3,9;5;63;32
3,9;6;18;35
4;2;18;23
4;3;34;26
4;4;37;29
4;5;18;32
4;6;18;35
4,1;2;75;23
4,1;3;92;26
4,1;4;20;29
4,1;5;19;32
4,1;6;20;35
4,2;2;20;23
4,2;3;50;26
4,2;4;18;29
4,2;5;36;32
4,2;6;37;35
4,3;2;15;23
4,3;3;50;26
4,3;4;31;29
4,3;5;36;32
4,3;6;33;35
4,4;2;18;22
4,4;3;88;24
4,4;4;51;26
4,4;5;35;28
4,4;6;82;30
4,5;2;64;22
4,5;3;104;24
4,5;4;52;26
4,5;5;83;28
4,5;6;36;30
4,6;2;72;22
4,6;3;66;24
4,6;4;59;26
4,6;5;18;28
4,6;6;18;30
4,7;2;61;22
4,7;3;76;24
4,7;4;20;26
4,7;5;51;28
4,7;6;72;30
4,8;2;88;22
4,8;3;51;24
4,8;4;15;26
4,8;5;17;28
4,8;6;37;30
4,9;2;64;22
4,9;3;51;24
4,9;4;49;26
4,9;5;19;28
4,9;6;36;30
5;2;73;22
5;3;51;24
5;4;65;26
5;5;18;28
5;6;18;30
5,1;2;65;22
5,1;3;38;24
5,1;4;74;26
5,1;5;38;28
5,1;6;46;30
2,2;2;5;13
2,2;3;17;16
2,2;4;8;19
2,2;5;14;22
2,2;6;9;25
2,3;2;13;13
2,3;3;5;16
2,3;4;3;19
2,3;5;12;22
2,3;6;7;25
2,4;2;17;13
2,4;3;17;16
2,4;4;10;19
2,4;5;6;22
2,4;6;5;25
2,5;2;8;12
2,5;3;15;14
2,5;4;13;16
2,5;5;13;18
2,5;6;3;20
2,6;2;3;12
2,6;3;3;14
2,6;4;3;16
2,6;5;7;18
2,6;6;15;20
2,7;2;8;12
2,7;3;6;14
2,7;4;6;16
2,7;5;3;18
2,7;6;14;20
2,8;2;22;12
2,8;3;8;14
2,8;4;18;16
2,8;5;3;18
2,8;6;13;20
2,9;2;18;12
2,9;3;10;14
2,9;4;10;16
2,9;5;8;18
2,9;6;13;20
3;2;12;12
3;3;18;14
3;4;13;16
3;5;17;18
3;6;3;20
3,1;2;7;11
3,1;3;5;12
3,1;4;15;13
3,1;5;12;14
3,1;6;3;15
3,2;2;21;11
3,2;3;18;12
3,2;4;9;13
3,2;5;15;14
3,2;6;15;15
3,3;2;18;11
3,3;3;3;12
3,3;4;9;13
3,3;5;13;14
3,3;6;3;15
3,4;2;9;11
3,4;3;15;12
3,4;4;7;13
3,4;5;7;14
3,4;6;13;15
3,5;2;16;11
3,5;3;8;12
3,5;4;8;13
3,5;5;13;14
3,5;6;8;15
3,6;2;9;11
3,6;3;5;12
3,6;4;8;13
3,6;5;8;14
3,6;6;13;15
3,7;2;16;11
3,7;3;3;12
3,7;4;13;13
3,7;5;9;14
3,7;6;15;15
3,8;2;22;11
3,8;3;15;12
3,8;4;14;13
3,8;5;9;14
3,8;6;6;15
3,9;2;17;11
3,9;3;9;12
3,9;4;3;13
3,9;5;14;14
3,9;6;6;15
4;2;8;11
4;3;21;12
4;4;16;13
4;5;9;14
4;6;5;15
4,1;2;20;10
4,1;3;9;10
4,1;4;20;10
4,1;5;18;10
4,1;6;15;10
4,2;2;25;10
4,2;3;25;10
4,2;4;24;10
4,2;5;20;10
4,2;6;3;10
4,3;2;24;10
4,3;3;20;10
4,3;4;21;10
4,3;5;26;10
4,3;6;25;10
4,4;2;19;10
4,4;3;17;10
4,4;4;19;10
4,4;5;24;10
4,4;6;3;10
4,5;2;19;10
4,5;3;12;10
4,5;4;15;10
4,5;5;6;10
4,5;6;9;10
4,6;2;21;10
4,6;3;6;10
4,6;4;8;10
4,6;5;7;10
4,6;6;6;10
4,7;2;6;10
4,7;3;18;10
4,7;4;15;10
4,7;5;20;10
4,7;6;5;10
4,8;2;22;10
4,8;3;12;10
4,8;4;17;10
4,8;5;17;10
4,8;6;19;10
4,9;2;8;10
4,9;3;6;10
4,9;4;21;10
4,9;5;14;10
4,9;6;12;10
5;2;5;10
5;3;21;10
5;4;22;10
5;5;24;10
5;6;14;10
5,1;2;20;10
5,1;3;6;10
5,1;4;15;10
5,1;5;9;10
5,1;6;7;10
2,2;2;119;36
2,2;3;80;53
2,2;4;109;74
2,2;5;21;99
2,2;6;21;128
2,3;2;24;35
2,3;3;43;51
2,3;4;21;71
2,3;5;21;95
2,3;6;21;123
2,4;2;23;35
2,4;3;24;51
2,4;4;21;71
2,4;5;45;95
2,4;6;24;123
2,5;2;24;35
2,5;3;24;51
2,5;4;21;71
2,5;5;21;95
2,5;6;21;123
2,6;2;138;32
2,6;3;45;43
2,6;4;42;56
2,6;5;23;71
2,6;6;40;88
2,7;2;80;32
2,7;3;21;43
2,7;4;45;56
2,7;5;24;71
2,7;6;23;88
2,8;2;21;29
2,8;3;122;35
2,8;4;77;41
2,8;5;110;47
2,8;6;21;53
2,9;2;45;29
2,9;3;109;35
2,9;4;21;41
2,9;5;65;47
2,9;6;24;53
3;2;129;29
3;3;138;35
3;4;65;41
3;5;23;47
3;6;45;53
3,1;2;95;29
3,1;3;107;35
3,1;4;23;41
3,1;5;65;47
3,1;6;22;53
3,2;2;77;28
3,2;3;148;33
3,2;4;23;38
3,2;5;21;43
3,2;6;42;48
3,3;2;145;28
3,3;3;24;33
3,3;4;65;38
3,3;5;23;43
3,3;6;43;48
3,4;2;130;28
3,4;3;44;33
3,4;4;81;38
3,4;5;81;43
3,4;6;59;48
3,5;2;142;28
3,5;3;24;33
3,5;4;95;38
3,5;5;65;43
3,5;6;24;48
3,6;2;24;27
3,6;3;44;31
3,6;4;123;35
3,6;5;21;39
3,6;6;45;43
3,7;2;43;27
3,7;3;62;31
3,7;4;45;35
3,7;5;42;39
3,7;6;24;43
3,8;2;21;27
3,8;3;62;31
3,8;4;45;35
3,8;5;82;39
3,8;6;81;43
3,9;2;45;27
3,9;3;108;31
3,9;4;23;35
3,9;5;24;39
3,9;6;81;43
4;2;43;27
4;3;23;31
4;4;21;35
4;5;81;39
4;6;21;43
4,1;2;45;27
4,1;3;43;31
4,1;4;62;35
4,1;5;45;39
4,1;6;24;43
4,2;2;111;26
4,2;3;99;29
4,2;4;42;32
4,2;5;83;35
4,2;6;42;38
4,3;2;23;26
4,3;3;21;29
4,3;4;23;32
4,3;5;125;35
4,3;6;62;38
4,4;2;95;26
4,4;3;24;29
4,4;4;108;32
4,4;5;81;35
4,4;6;77;38
4,5;2;63;26
4,5;3;23;29
4,5;4;24;32
4,5;5;44;35
4,5;6;112;38
4,6;2;45;26
4,6;3;23;29
4,6;4;123;32
4,6;5;44;35
4,6;6;21;38
4,7;2;62;26
4,7;3;46;29
4,7;4;93;32
4,7;5;24;35
4,7;6;43;38
4,8;2;44;26
4,8;3;23;29
4,8;4;111;32
4,8;5;43;35
4,8;6;24;38
4,9;2;82;26
4,9;3;44;29
4,9;4;110;32
4,9;5;43;35
4,9;6;21;38
5;2;110;26
5;3;42;29
5;4;62;32
5;5;24;35
5;6;45;38
5,1;2;61;25
5,1;3;108;27
5,1;4;80;29
5,1;5;65;31
5,1;6;94;33
2,2;2;2;1
2,2;3;2;1
2,2;4;2;1
2,2;5;2;1
2,2;6;2;1
2,3;2;2;1
2,3;3;2;1
2,3;4;2;1
2,3;5;2;1
2,3;6;2;1
2,4;2;2;1
2,4;3;2;1
2,4;4;2;1
2,4;5;2;1
2,4;6;2;1
2,5;2;2;1
2,5;3;2;1
2,5;4;2;1
2,5;5;2;1
2,5;6;2;1
2,6;2;2;1
2,6;3;2;1
2,6;4;2;1
2,6;5;2;1
2,6;6;2;1
2,7;2;2;1
2,7;3;2;1
2,7;4;2;1
2,7;5;2;1
2,7;6;2;1
2,8;2;2;1
2,8;3;2;1
2,8;4;2;1
2,8;5;2;1
2,8;6;2;1
2,9;2;2;1
2,9;3;2;1
2,9;4;2;1
2,9;5;2;1
2,9;6;2;1
3;2;2;1
3;3;2;1
3;4;2;1
3;5;2;1
3;6;2;1
3,1;2;2;1
3,1;3;2;1
3,1;4;2;1
3,1;5;2;1
3,1;6;2;1
3,2;2;2;1
3,2;3;2;1
3,2;4;2;1
3,2;5;2;1
3,2;6;2;1
3,3;2;2;1
3,3;3;2;1
3,3;4;2;1
3,3;5;2;1
3,3;6;2;1
3,4;2;2;1
3,4;3;2;1
3,4;4;2;1
3,4;5;2;1
3,4;6;2;1
3,5;2;2;1
3,5;3;2;1
3,5;4;2;1
3,5;5;2;1
3,5;6;2;1
3,6;2;2;1
3,6;3;2;1
3,6;4;2;1
3,6;5;2;1
3,6;6;2;1
3,7;2;2;1
3,7;3;2;1
3,7;4;2;1
3,7;5;2;1
3,7;6;2;1
3,8;2;2;1
3,8;3;2;1
3,8;4;2;1
3,8;5;2;1
3,8;6;2;1
3,9;2;2;1
3,9;3;2;1
3,9;4;2;1
3,9;5;2;1
3,9;6;2;1
4;2;2;1
4;3;2;1
4;4;2;1
4;5;2;1
4;6;2;1
4,1;2;2;1
4,1;3;2;1
4,1;4;2;1
4,1;5;2;1
4,1;6;2;1
4,2;2;2;1
4,2;3;2;1
4,2;4;2;1
4,2;5;2;1
4,2;6;2;1
4,3;2;2;1
4,3;3;2;1
4,3;4;2;1
4,3;5;2;1
4,3;6;2;1
4,4;2;2;1
4,4;3;2;1
4,4;4;2;1
4,4;5;2;1
4,4;6;2;1
4,5;2;2;1
4,5;3;2;1
4,5;4;2;1
4,5;5;2;1
4,5;6;2;1
4,6;2;2;1
4,6;3;2;1
4,6;4;2;1
4,6;5;2;1
4,6;6;2;1
4,7;2;2;1
4,7;3;2;1
4,7;4;2;1
4,7;5;2;1
4,7;6;2;1
4,8;2;2;1
4,8;3;2;1
4,8;4;2;1
4,8;5;2;1
4,8;6;2;1
4,9;2;2;1
4,9;3;2;1
4,9;4;2;1
4,9;5;2;1
4,9;6;2;1
5;2;2;1
5;3;2;1
5;4;2;1
5;5;2;1
5;6;2;1
5,1;2;2;1
5,1;3;2;1
5,1;4;2;1
5,1;5;2;1
5,1;6;2;1
2,2;2;1;21
2,2;3;1;30
2,2;4;1;41
2,2;5;1;54
2,2;6;1;69
2,3;2;5;18
2,3;3;3;22
2,3;4;1;26
2,3;5;1;30
2,3;6;1;34
2,4;2;2;18
2,4;3;1;22
2,4;4;1;26
2,4;5;1;30
2,4;6;1;34
2,5;2;3;18
2,5;3;1;22
2,5;4;2;26
2,5;5;1;30
2,5;6;1;34
2,6;2;2;18
2,6;3;1;22
2,6;4;1;26
2,6;5;2;30
2,6;6;1;34
2,7;2;1;17
2,7;3;1;20
2,7;4;1;23
2,7;5;2;26
2,7;6;1;29
2,8;2;2;17
2,8;3;1;20
2,8;4;1;23
2,8;5;1;26
2,8;6;2;29
2,9;2;2;17
2,9;3;1;20
2,9;4;2;23
2,9;5;1;26
2,9;6;1;29
3;2;1;17
3;3;2;20
3;4;2;23
3;5;1;26
3;6;1;29
3,1;2;1;17
3,1;3;1;20
3,1;4;2;23
3,1;5;1;26
3,1;6;2;29
3,2;2;1;16
3,2;3;1;18
3,2;4;1;20
3,2;5;1;22
3,2;6;1;24
3,3;2;1;16
3,3;3;3;18
3,3;4;1;20
3,3;5;1;22
3,3;6;3;24
3,4;2;1;16
3,4;3;2;18
3,4;4;1;20
3,4;5;2;22
3,4;6;1;24
3,5;2;1;16
3,5;3;1;18
3,5;4;1;20
3,5;5;1;22
3,5;6;1;24
3,6;2;2;16
3,6;3;1;18
3,6;4;2;20
3,6;5;1;22
3,6;6;1;24
3,7;2;3;16
3,7;3;1;18
3,7;4;2;20
3,7;5;1;22
3,7;6;1;24
3,8;2;1;16
3,8;3;1;18
3,8;4;1;20
3,8;5;1;22
3,8;6;1;24
3,9;2;1;16
3,9;3;1;18
3,9;4;2;20
3,9;5;2;22
3,9;6;1;24
4;2;5;16
4;3;2;18
4;4;3;20
4;5;3;22
4;6;1;24
4,1;2;3;15
4,1;3;2;16
4,1;4;2;17
4,1;5;2;18
4,1;6;3;19
4,2;2;3;15
4,2;3;1;16
4,2;4;3;17
4,2;5;1;18
4,2;6;1;19
4,3;2;1;15
4,3;3;1;16
4,3;4;1;17
4,3;5;1;18
4,3;6;1;19
4,4;2;2;15
4,4;3;1;16
4,4;4;2;17
4,4;5;2;18
4,4;6;2;19
4,5;2;1;15
4,5;3;1;16
4,5;4;3;17
4,5;5;4;18
4,5;6;2;19
4,6;2;4;15
4,6;3;2;16
4,6;4;1;17
4,6;5;2;18
4,6;6;5;19
4,7;2;1;15
4,7;3;2;16
4,7;4;1;17
4,7;5;3;18
4,7;6;3;19
4,8;2;1;15
4,8;3;2;16
4,8;4;1;17
4,8;5;3;18
4,8;6;2;19
4,9;2;3;15
4,9;3;1;16
4,9;4;2;17
4,9;5;2;18
4,9;6;2;19
5;2;2;15
5;3;1;16
5;4;1;17
5;5;2;18
5;6;1;19
5,1;2;3;15
5,1;3;2;16
5,1;4;7;17
5,1;5;1;18
5,1;6;1;19
2,2;2;6;25
2,2;3;7;35
2,2;4;7;47
2,2;5;6;61
2,2;6;14;77
2,3;2;18;25
2,3;3;9;35
2,3;4;18;47
2,3;5;7;61
2,3;6;7;77
2,4;2;6;22
2,4;3;9;27
2,4;4;13;32
2,4;5;36;37
2,4;6;13;42
2,5;2;51;22
2,5;3;6;27
2,5;4;13;32
2,5;5;7;37
2,5;6;14;42
2,6;2;21;22
2,6;3;37;27
2,6;4;9;32
2,6;5;6;37
2,6;6;7;42
2,7;2;13;22
2,7;3;16;27
2,7;4;14;32
2,7;5;12;37
2,7;6;11;42
2,8;2;7;21
2,8;3;31;25
2,8;4;7;29
2,8;5;6;33
2,8;6;12;37
2,9;2;7;21
2,9;3;23;25
2,9;4;26;29
2,9;5;28;33
2,9;6;12;37
3;2;38;21
3;3;6;25
3;4;6;29
3;5;7;33
3;6;6;37
3,1;2;50;21
3,1;3;6;25
3,1;4;36;29
3,1;5;27;33
3,1;6;18;37
3,2;2;9;20
3,2;3;14;23
3,2;4;49;26
3,2;5;31;29
3,2;6;12;32
3,3;2;9;20
3,3;3;33;23
3,3;4;7;26
3,3;5;6;29
3,3;6;7;32
3,4;2;18;20
3,4;3;17;23
3,4;4;12;26
3,4;5;14;29
3,4;6;11;32
3,5;2;7;20
3,5;3;6;23
3,5;4;9;26
3,5;5;33;29
3,5;6;22;32
3,6;2;7;20
3,6;3;7;23
3,6;4;16;26
3,6;5;34;29
3,6;6;12;32
3,7;2;17;20
3,7;3;11;23
3,7;4;14;26
3,7;5;28;29
3,7;6;28;32
3,8;2;30;20
3,8;3;35;23
3,8;4;7;26
3,8;5;9;29
3,8;6;6;32
3,9;2;34;19
3,9;3;7;21
3,9;4;7;23
3,9;5;7;25
3,9;6;21;27
4;2;6;19
4;3;11;21
4;4;24;23
4;5;35;25
4;6;27;27
4,1;2;27;19
4,1;3;9;21
4,1;4;33;23
4,1;5;33;25
4,1;6;6;27
4,2;2;42;19
4,2;3;7;21
4,2;4;11;23
4,2;5;6;25
4,2;6;55;27
4,3;2;18;19
4,3;3;43;21
4,3;4;7;23
4,3;5;24;25
4,3;6;12;27
4,4;2;24;19
4,4;3;31;21
4,4;4;6;23
4,4;5;24;25
4,4;6;6;27
4,5;2;52;19
4,5;3;6;21
4,5;4;32;23
4,5;5;13;25
4,5;6;6;27
4,6;2;39;19
4,6;3;50;21
4,6;4;33;23
4,6;5;32;25
4,6;6;27;27
4,7;2;51;19
4,7;3;14;21
4,7;4;9;23
4,7;5;24;25
4,7;6;32;27
4,8;2;36;18
4,8;3;52;19
4,8;4;37;20
4,8;5;6;21
4,8;6;6;22
4,9;2;38;18
4,9;3;9;19
4,9;4;25;20
4,9;5;41;21
4,9;6;11;22
5;2;6;18
5;3;36;19
5;4;49;20
5;5;25;21
5;6;9;22
5,1;2;11;18
5,1;3;13;19
5,1;4;32;20
5,1;5;30;21
5,1;6;25;22
2,2;2;23;29
2,2;3;9;44
2,2;4;12;63
2,2;5;11;86
2,2;6;12;113
2,3;2;10;26
2,3;3;9;36
2,3;4;13;48
2,3;5;8;62
2,3;6;20;78
2,4;2;15;26
2,4;3;38;36
2,4;4;13;48
2,4;5;13;62
2,4;6;12;78
2,5;2;16;26
2,5;3;10;36
2,5;4;8;48
2,5;5;8;62
2,5;6;11;78
2,6;2;55;23
2,6;3;20;28
2,6;4;12;33
2,6;5;10;38
2,6;6;9;43
2,7;2;12;23
2,7;3;37;28
2,7;4;38;33
2,7;5;10;38
2,7;6;11;43
2,8;2;22;23
2,8;3;12;28
2,8;4;40;33
2,8;5;10;38
2,8;6;11;43
2,9;2;31;22
2,9;3;46;26
2,9;4;8;30
2,9;5;9;34
2,9;6;10;38
3;2;9;22
3;3;12;26
3;4;50;30
3;5;14;34
3;6;16;38
3,1;2;12;22
3,1;3;23;26
3,1;4;12;30
3,1;5;21;34
3,1;6;11;38
3,2;2;12;22
3,2;3;12;26
3,2;4;10;30
3,2;5;22;34
3,2;6;8;38
3,3;2;38;22
3,3;3;35;26
3,3;4;27;30
3,3;5;20;34
3,3;6;10;38
3,4;2;51;21
3,4;3;10;24
3,4;4;58;27
3,4;5;20;30
3,4;6;34;33
3,5;2;12;21
3,5;3;28;24
3,5;4;24;27
3,5;5;11;30
3,5;6;52;33
3,6;2;54;21
3,6;3;20;24
3,6;4;18;27
3,6;5;12;30
3,6;6;12;33
3,7;2;40;21
3,7;3;38;24
3,7;4;11;27
3,7;5;30;30
3,7;6;18;33
3,8;2;27;21
3,8;3;47;24
3,8;4;43;27
3,8;5;10;30
3,8;6;11;33
3,9;2;12;21
3,9;3;8;24
3,9;4;11;27
3,9;5;9;30
3,9;6;15;33
4;2;37;21
4;3;12;24
4;4;30;27
4;5;30;30
4;6;21;33
4,1;2;51;20
4,1;3;54;22
4,1;4;26;24
4,1;5;11;26
4,1;6;13;28
4,2;2;47;20
4,2;3;12;22
4,2;4;11;24
4,2;5;41;26
4,2;6;21;28
4,3;2;54;20
4,3;3;12;22
4,3;4;20;24
4,3;5;12;26
4,3;6;42;28
4,4;2;21;20
4,4;3;46;22
4,4;4;22;24
4,4;5;12;26
4,4;6;12;28
4,5;2;24;20
4,5;3;23;22
4,5;4;31;24
4,5;5;12;26
4,5;6;30;28
4,6;2;39;20
4,6;3;61;22
4,6;4;8;24
4,6;5;21;26
4,6;6;12;28
4,7;2;12;20
4,7;3;30;22
4,7;4;10;24
4,7;5;20;26
4,7;6;11;28
4,8;2;13;20
4,8;3;52;22
4,8;4;42;24
4,8;5;25;26
4,8;6;26;28
4,9;2;12;20
4,9;3;26;22
4,9;4;12;24
4,9;5;12;26
4,9;6;22;28
5;2;33;20
5;3;27;22
5;4;20;24
5;5;30;26
5;6;16;28
5,1;2;10;19
5,1;3;12;20
5,1;4;12;21
5,1;5;11;22
5,1;6;12;23
2,2;2;4;14
