a;b;Coupe min;Nombre de contractions
3,6;3;0;6
3,6;4;0;6
3,6;5;0;6
3,6;6;0;6
3,7;2;0;6
3,7;3;0;6
3,7;4;0;6
3,7;5;0;6
3,7;6;0;6
3,8;2;0;6
3,8;3;0;6
3,8;4;0;6
3,8;5;0;6
3,8;6;0;6
3,9;2;0;6
3,9;3;0;6
3,9;4;0;6
3,9;5;0;6
3,9;6;0;6
4;2;0;6
4;3;0;6
4;4;0;6
4;5;0;6
4;6;0;6
4,1;2;0;6
4,1;3;0;6
4,1;4;0;6
4,1;5;0;6
4,1;6;0;6
4,2;2;0;6
4,2;3;0;6
4,2;4;0;6
4,2;5;0;6
4,2;6;0;6
4,3;2;0;6
4,3;3;0;6
4,3;4;0;6
4,3;5;0;6
4,3;6;0;6
4,4;2;0;6
4,4;3;0;6
4,4;4;0;6
4,4;5;0;6
4,4;6;0;6
4,5;2;0;6
4,5;3;0;6
4,5;4;0;6
4,5;5;0;6
4,5;6;0;6
4,6;2;0;6
4,6;3;0;6
4,6;4;0;6
4,6;5;0;6
4,6;6;0;6
4,7;2;0;6
4,7;3;0;6
4,7;4;0;6
4,7;5;0;6
4,7;6;0;6
4,8;2;0;6
4,8;3;0;6
4,8;4;0;6
4,8;5;0;6
4,8;6;0;6
4,9;2;0;6
4,9;3;0;6
4,9;4;0;6
4,9;5;0;6
4,9;6;0;6
5;2;0;6
5;3;0;6
5;4;0;6
5;5;0;6
5;6;0;6
5,1;2;0;6
5,1;3;0;6
5,1;4;0;6
5,1;5;0;6
5,1;6;0;6
2,2;2;4;13
2,2;3;1;16
2,2;4;7;19
2,2;5;1;22
2,2;6;1;25
2,3;2;3;13
2,3;3;1;16
2,3;4;1;19
2,3;5;2;22
2,3;6;3;25
2,4;2;9;13
2,4;3;5;16
2,4;4;1;19
2,4;5;1;22
2,4;6;2;25
2,5;2;1;12
2,5;3;4;14
2,5;4;1;16
2,5;5;5;18
2,5;6;4;20
2,6;2;1;12
2,6;3;6;14
2,6;4;6;16
2,6;5;2;18
2,6;6;3;20
2,7;2;1;12
2,7;3;1;14
2,7;4;1;16
2,7;5;1;18
2,7;6;3;20
2,8;2;3;12
2,8;3;2;14
2,8;4;4;16
2,8;5;1;18
2,8;6;2;20
2,9;2;2;12
2,9;3;6;14
2,9;4;1;16
2,9;5;1;18
2,9;6;1;20
3;2;8;12
3;3;1;14
3;4;4;16
3;5;1;18
3;6;1;20
3,1;2;3;11
3,1;3;7;12
3,1;4;1;13
3,1;5;2;14
3,1;6;3;15
3,2;2;3;11
3,2;3;4;12
3,2;4;3;13
3,2;5;9;14
3,2;6;3;15
3,3;2;4;11
3,3;3;4;12
3,3;4;1;13
3,3;5;3;14
3,3;6;2;15
3,4;2;1;11
3,4;3;1;12
3,4;4;2;13
3,4;5;2;14
3,4;6;1;15
3,5;2;8;11
3,5;3;3;12
3,5;4;4;13
3,5;5;1;14
3,5;6;1;15
3,6;2;2;11
3,6;3;1;12
3,6;4;4;13
3,6;5;1;14
3,6;6;3;15
3,7;2;4;11
3,7;3;1;12
3,7;4;1;13
3,7;5;4;14
3,7;6;6;15
3,8;2;1;11
3,8;3;3;12
3,8;4;4;13
3,8;5;9;14
3,8;6;4;15
3,9;2;1;11
3,9;3;1;12
3,9;4;7;13
3,9;5;1;14
3,9;6;1;15
4;2;1;11
4;3;3;12
4;4;3;13
4;5;11;14
4;6;5;15
4,1;2;1;10
4,1;3;1;10
4,1;4;4;10
4,1;5;8;10
4,1;6;2;10
4,2;2;13;10
4,2;3;10;10
4,2;4;8;10
4,2;5;10;10
4,2;6;1;10
4,3;2;1;10
4,3;3;3;10
4,3;4;5;10
4,3;5;6;10
4,3;6;9;10
4,4;2;7;10
4,4;3;1;10
4,4;4;5;10
4,4;5;7;10
4,4;6;1;10
4,5;2;9;10
4,5;3;3;10
4,5;4;10;10
4,5;5;9;10
4,5;6;1;10
4,6;2;2;10
4,6;3;5;10
4,6;4;9;10
4,6;5;1;10
4,6;6;1;10
4,7;2;6;10
4,7;3;1;10
4,7;4;1;10
4,7;5;11;10
4,7;6;7;10
4,8;2;10;10
4,8;3;1;10
4,8;4;11;10
4,8;5;12;10
4,8;6;8;10
4,9;2;8;10
4,9;3;5;10
4,9;4;6;10
4,9;5;8;10
4,9;6;3;10
5;2;11;10
5;3;12;10
5;4;2;10
5;5;2;10
5;6;7;10
5,1;2;1;10
5,1;3;7;10
5,1;4;7;10
5,1;5;1;10
5,1;6;1;10
2,2;2;0;11
2,2;3;0;13
2,2;4;0;15
2,2;5;0;17
2,2;6;0;19
2,3;2;0;11
2,3;3;0;13
2,3;4;0;15
2,3;5;0;17
2,3;6;0;19
2,4;2;0;11
2,4;3;0;13
2,4;4;0;15
2,4;5;0;17
2,4;6;0;19
2,5;2;0;11
2,5;3;0;13
2,5;4;0;15
2,5;5;0;17
2,5;6;0;19
2,6;2;0;11
2,6;3;0;13
2,6;4;0;15
2,6;5;0;17
2,6;6;0;19
2,7;2;0;11
2,7;3;0;13
2,7;4;0;15
2,7;5;0;17
2,7;6;0;19
2,8;2;0;10
2,8;3;0;11
2,8;4;0;12
2,8;5;0;13
2,8;6;0;14
2,9;2;0;10
2,9;3;0;11
2,9;4;0;12
2,9;5;0;13
2,9;6;0;14
3;2;0;10
3;3;0;11
3;4;0;12
3;5;0;13
3;6;0;14
3,1;2;0;10
3,1;3;0;11
3,1;4;0;12
3,1;5;0;13
3,1;6;0;14
3,2;2;0;10
3,2;3;0;11
3,2;4;0;12
3,2;5;0;13
3,2;6;0;14
3,3;2;0;10
3,3;3;0;11
3,3;4;0;12
3,3;5;0;13
3,3;6;0;14
3,4;2;0;10
3,4;3;0;11
3,4;4;0;12
3,4;5;0;13
3,4;6;0;14
3,5;2;0;10
3,5;3;0;11
3,5;4;0;12
3,5;5;0;13
3,5;6;0;14
3,6;2;0;10
3,6;3;0;11
3,6;4;0;12
3,6;5;0;13
3,6;6;0;14
3,7;2;0;9
3,7;3;0;9
3,7;4;0;9
3,7;5;0;9
3,7;6;0;9
3,8;2;0;9
3,8;3;0;9
3,8;4;0;9
3,8;5;0;9
3,8;6;0;9
3,9;2;0;9
3,9;3;0;9
3,9;4;0;9
3,9;5;0;9
3,9;6;0;9
4;2;0;9
4;3;0;9
4;4;0;9
4;5;0;9
4;6;0;9
4,1;2;0;9
4,1;3;0;9
4,1;4;0;9
4,1;5;0;9
4,1;6;0;9
4,2;2;0;9
4,2;3;0;9
4,2;4;0;9
4,2;5;0;9
4,2;6;0;9
4,3;2;0;9
4,3;3;0;9
4,3;4;0;9
4,3;5;0;9
4,3;6;0;9
4,4;2;0;9
4,4;3;0;9
4,4;4;0;9
4,4;5;0;9
4,4;6;0;9
4,5;2;0;9
4,5;3;0;9
4,5;4;0;9
4,5;5;0;9
4,5;6;0;9
4,6;2;0;9
4,6;3;0;9
4,6;4;0;9
4,6;5;0;9
4,6;6;0;9
4,7;2;0;9
4,7;3;0;9
4,7;4;0;9
4,7;5;0;9
4,7;6;0;9
4,8;2;0;9
4,8;3;0;9
4,8;4;0;9
4,8;5;0;9
4,8;6;0;9
4,9;2;0;9
4,9;3;0;9
4,9;4;0;9
4,9;5;0;9
4,9;6;0;9
5;2;0;9
5;3;0;9
5;4;0;9
5;5;0;9
5;6;0;9
5,1;2;0;9
5,1;3;0;9
5,1;4;0;9
5,1;5;0;9
5,1;6;0;9
2,2;2;0;0
2,2;3;0;0
2,2;4;0;0
2,2;5;0;0
2,2;6;0;0
2,3;2;0;0
2,3;3;0;0
2,3;4;0;0
2,3;5;0;0
2,3;6;0;0
2,4;2;0;0
2,4;3;0;0
2,4;4;0;0
2,4;5;0;0
2,4;6;0;0
2,5;2;0;0
2,5;3;0;0
2,5;4;0;0
2,5;5;0;0
2,5;6;0;0
2,6;2;0;0
2,6;3;0;0
2,6;4;0;0
2,6;5;0;0
2,6;6;0;0
2,7;2;0;0
2,7;3;0;0
2,7;4;0;0
2,7;5;0;0
2,7;6;0;0
2,8;2;0;0
2,8;3;0;0
2,8;4;0;0
2,8;5;0;0
2,8;6;0;0
2,9;2;0;0
2,9;3;0;0
2,9;4;0;0
2,9;5;0;0
2,9;6;0;0
3;2;0;0
3;3;0;0
3;4;0;0
3;5;0;0
3;6;0;0
3,1;2;0;0
3,1;3;0;0
3,1;4;0;0
3,1;5;0;0
3,1;6;0;0
3,2;2;0;0
3,2;3;0;0
3,2;4;0;0
3,2;5;0;0
3,2;6;0;0
3,3;2;0;0
3,3;3;0;0
3,3;4;0;0
3,3;5;0;0
3,3;6;0;0
3,4;2;0;0
3,4;3;0;0
3,4;4;0;0
3,4;5;0;0
3,4;6;0;0
3,5;2;0;0
3,5;3;0;0
3,5;4;0;0
3,5;5;0;0
3,5;6;0;0
3,6;2;0;0
3,6;3;0;0
3,6;4;0;0
3,6;5;0;0
3,6;6;0;0
3,7;2;0;0
3,7;3;0;0
3,7;4;0;0
3,7;5;0;0
3,7;6;0;0
3,8;2;0;0
3,8;3;0;0
3,8;4;0;0
3,8;5;0;0
3,8;6;0;0
3,9;2;0;0
3,9;3;0;0
3,9;4;0;0
3,9;5;0;0
3,9;6;0;0
4;2;0;0
4;3;0;0
4;4;0;0
4;5;0;0
4;6;0;0
4,1;2;0;0
4,1;3;0;0
4,1;4;0;0
4,1;5;0;0
4,1;6;0;0
4,2;2;0;0
4,2;3;0;0
4,2;4;0;0
4,2;5;0;0
4,2;6;0;0
4,3;2;0;0
4,3;3;0;0
4,3;4;0;0
4,3;5;0;0
4,3;6;0;0
4,4;2;0;0
4,4;3;0;0
4,4;4;0;0
4,4;5;0;0
4,4;6;0;0
4,5;2;0;0
4,5;3;0;0
4,5;4;0;0
4,5;5;0;0
4,5;6;0;0
4,6;2;0;0
4,6;3;0;0
4,6;4;0;0
4,6;5;0;0
4,6;6;0;0
4,7;2;0;0
4,7;3;0;0
4,7;4;0;0
4,7;5;0;0
4,7;6;0;0
4,8;2;0;0
4,8;3;0;0
4,8;4;0;0
4,8;5;0;0
4,8;6;0;0
4,9;2;0;0
4,9;3;0;0
4,9;4;0;0
4,9;5;0;0
4,9;6;0;0
5;2;0;0
5;3;0;0
5;4;0;0
5;5;0;0
5;6;0;0
5,1;2;0;0
5,1;3;0;0
5,1;4;0;0
5,1;5;0;0
5,1;6;0;0
2,2;2;12;31
2,2;3;4;46
2,2;4;7;65
2,2;5;4;88
2,2;6;4;115
2,3;2;8;29
2,3;3;4;40
2,3;4;4;53
2,3;5;4;68
2,3;6;4;85
2,4;2;5;29
2,4;3;4;40
2,4;4;5;53
2,4;5;4;68
2,4;6;4;85
2,5;2;5;28
2,5;3;4;38
2,5;4;5;50
2,5;5;4;64
2,5;6;4;80
2,6;2;4;28
2,6;3;4;38
2,6;4;4;50
2,6;5;4;64
2,6;6;5;80
2,7;2;7;26
2,7;3;16;32
2,7;4;9;38
2,7;5;6;44
2,7;6;26;50
2,8;2;4;25
2,8;3;4;30
2,8;4;20;35
2,8;5;4;40
2,8;6;5;45
2,9;2;25;25
2,9;3;4;30
2,9;4;4;35
2,9;5;7;40
2,9;6;5;45
3;2;6;25
3;3;21;30
3;4;4;35
3;5;4;40
3;6;4;45
3,1;2;4;25
3,1;3;4;30
3,1;4;18;35
3,1;5;4;40
3,1;6;14;45
3,2;2;4;24
3,2;3;25;28
3,2;4;4;32
3,2;5;4;36
3,2;6;5;40
3,3;2;28;24
3,3;3;5;28
3,3;4;5;32
3,3;5;4;36
3,3;6;27;40
3,4;2;4;24
3,4;3;23;28
3,4;4;4;32
3,4;5;4;36
3,4;6;5;40
3,5;2;24;24
3,5;3;4;28
3,5;4;4;32
3,5;5;4;36
3,5;6;5;40
3,6;2;17;24
3,6;3;5;28
3,6;4;4;32
3,6;5;7;36
3,6;6;4;40
3,7;2;4;23
3,7;3;5;26
3,7;4;4;29
3,7;5;4;32
3,7;6;4;35
3,8;2;5;23
3,8;3;4;26
3,8;4;5;29
3,8;5;5;32
3,8;6;5;35
3,9;2;13;23
3,9;3;5;26
3,9;4;29;29
3,9;5;4;32
3,9;6;5;35
4;2;5;23
4;3;4;26
4;4;5;29
4;5;28;32
4;6;4;35
4,1;2;25;23
4,1;3;28;26
4,1;4;4;29
4,1;5;6;32
4,1;6;4;35
4,2;2;31;23
4,2;3;4;26
4,2;4;6;29
4,2;5;18;32
4,2;6;4;35
4,3;2;14;23
4,3;3;21;26
4,3;4;5;29
4,3;5;7;32
4,3;6;19;35
4,4;2;5;22
4,4;3;17;24
4,4;4;7;26
4,4;5;20;28
4,4;6;8;30
4,5;2;4;22
4,5;3;4;24
4,5;4;8;26
4,5;5;5;28
4,5;6;6;30
4,6;2;7;22
4,6;3;18;24
4,6;4;5;26
4,6;5;19;28
4,6;6;4;30
4,7;2;4;22
4,7;3;4;24
4,7;4;10;26
4,7;5;5;28
4,7;6;4;30
4,8;2;6;22
4,8;3;4;24
4,8;4;5;26
4,8;5;7;28
4,8;6;7;30
4,9;2;5;22
4,9;3;7;24
4,9;4;5;26
4,9;5;4;28
4,9;6;18;30
5;2;6;22
5;3;8;24
5;4;26;26
5;5;4;28
5;6;4;30
5,1;2;8;22
5,1;3;6;24
5,1;4;4;26
5,1;5;14;28
5,1;6;9;30
2,2;2;71;44
2,2;3;12;67
2,2;4;12;96
2,2;5;9;131
2,2;6;11;172
2,3;2;15;43
2,3;3;13;65
2,3;4;12;93
2,3;5;11;127
2,3;6;10;167
2,4;2;12;43
2,4;3;12;65
2,4;4;12;93
2,4;5;14;127
2,4;6;9;167
2,5;2;51;40
2,5;3;12;57
2,5;4;22;78
2,5;5;11;103
2,5;6;12;132
2,6;2;67;40
2,6;3;41;57
2,6;4;15;78
2,6;5;15;103
2,6;6;12;132
2,7;2;31;37
2,7;3;42;49
2,7;4;9;63
2,7;5;11;79
2,7;6;39;97
2,8;2;83;37
2,8;3;33;49
2,8;4;10;63
2,8;5;9;79
2,8;6;16;97
2,9;2;15;37
2,9;3;10;49
2,9;4;9;63
2,9;5;9;79
2,9;6;22;97
3;2;10;36
3;3;9;47
3;4;12;60
3;5;15;75
3;6;11;92
3,1;2;12;34
3,1;3;10;41
3,1;4;11;48
3,1;5;12;55
3,1;6;45;62
3,2;2;76;34
3,2;3;59;41
3,2;4;36;48
3,2;5;11;55
3,2;6;12;62
3,3;2;12;33
3,3;3;49;39
3,3;4;44;45
3,3;5;23;51
3,3;6;11;57
3,4;2;100;33
3,4;3;26;39
3,4;4;12;45
3,4;5;13;51
3,4;6;24;57
3,5;2;81;33
3,5;3;14;39
3,5;4;13;45
3,5;5;32;51
3,5;6;13;57
3,6;2;13;33
3,6;3;12;39
3,6;4;14;45
3,6;5;16;51
3,6;6;13;57
3,7;2;77;32
3,7;3;9;37
3,7;4;33;42
3,7;5;12;47
3,7;6;25;52
3,8;2;73;32
3,8;3;30;37
3,8;4;22;42
3,8;5;21;47
3,8;6;12;52
3,9;2;32;32
3,9;3;64;37
3,9;4;10;42
3,9;5;11;47
3,9;6;53;52
4;2;74;32
4;3;67;37
4;4;9;42
4;5;13;47
4;6;13;52
4,1;2;52;32
4,1;3;10;37
4,1;4;15;42
4,1;5;34;47
4,1;6;11;52
4,2;2;36;31
4,2;3;12;35
4,2;4;84;39
4,2;5;13;43
4,2;6;13;47
4,3;2;49;31
4,3;3;52;35
4,3;4;32;39
4,3;5;35;43
4,3;6;43;47
4,4;2;13;31
4,4;3;18;35
4,4;4;15;39
4,4;5;10;43
4,4;6;82;47
4,5;2;94;31
4,5;3;91;35
4,5;4;18;39
4,5;5;15;43
4,5;6;9;47
4,6;2;90;31
4,6;3;56;35
4,6;4;31;39
4,6;5;11;43
4,6;6;13;47
4,7;2;41;31
4,7;3;19;35
4,7;4;66;39
4,7;5;10;43
4,7;6;33;47
4,8;2;66;31
4,8;3;75;35
4,8;4;12;39
4,8;5;50;43
4,8;6;36;47
4,9;2;57;30
4,9;3;79;33
4,9;4;25;36
4,9;5;12;39
4,9;6;43;42
5;2;52;30
5;3;25;33
5;4;23;36
5;5;12;39
5;6;60;42
5,1;2;13;30
5,1;3;51;33
5,1;4;79;36
5,1;5;41;39
5,1;6;9;42
2,2;2;4;41
2,2;3;5;63
2,2;4;4;91
2,2;5;4;125
2,2;6;4;165
2,3;2;4;38
2,3;3;4;55
2,3;4;4;76
2,3;5;4;101
2,3;6;4;130
2,4;2;11;38
2,4;3;4;55
2,4;4;4;76
2,4;5;4;101
2,4;6;4;130
2,5;2;4;37
2,5;3;4;53
2,5;4;4;73
2,5;5;4;97
2,5;6;4;125
2,6;2;4;35
2,6;3;9;47
2,6;4;4;61
2,6;5;4;77
2,6;6;4;95
2,7;2;31;34
2,7;3;27;45
2,7;4;17;58
2,7;5;4;73
2,7;6;4;90
2,8;2;5;34
2,8;3;12;45
2,8;4;7;58
2,8;5;7;73
2,8;6;4;90
2,9;2;18;34
2,9;3;4;45
2,9;4;7;58
2,9;5;7;73
2,9;6;4;90
3;2;5;34
3;3;9;45
3;4;7;58
3;5;7;73
3;6;4;90
3,1;2;4;31
3,1;3;39;37
3,1;4;34;43
3,1;5;7;49
3,1;6;5;55
3,2;2;4;31
3,2;3;4;37
3,2;4;4;43
3,2;5;15;49
3,2;6;5;55
3,3;2;41;31
3,3;3;6;37
3,3;4;41;43
3,3;5;4;49
3,3;6;9;55
3,4;2;27;30
3,4;3;4;35
3,4;4;7;40
3,4;5;12;45
3,4;6;4;50
3,5;2;26;30
3,5;3;16;35
3,5;4;4;40
3,5;5;5;45
3,5;6;9;50
3,6;2;7;30
3,6;3;7;35
3,6;4;5;40
3,6;5;9;45
3,6;6;12;50
3,7;2;4;30
3,7;3;29;35
3,7;4;32;40
3,7;5;4;45
3,7;6;5;50
3,8;2;16;30
3,8;3;14;35
3,8;4;4;40
3,8;5;7;45
3,8;6;7;50
3,9;2;21;29
3,9;3;4;33
3,9;4;5;37
3,9;5;4;41
3,9;6;11;45
4;2;4;29
4;3;8;33
4;4;4;37
4;5;9;41
4;6;7;45
4,1;2;4;29
4,1;3;32;33
4,1;4;5;37
4,1;5;7;41
4,1;6;12;45
4,2;2;21;29
4,2;3;7;33
4,2;4;7;37
4,2;5;7;41
4,2;6;4;45
4,3;2;15;29
4,3;3;20;33
4,3;4;4;37
4,3;5;7;41
4,3;6;18;45
4,4;2;5;29
4,4;3;5;33
4,4;4;4;37
4,4;5;6;41
4,4;6;4;45
4,5;2;9;29
4,5;3;15;33
4,5;4;8;37
4,5;5;28;41
4,5;6;5;45
4,6;2;4;28
4,6;3;5;31
4,6;4;7;34
4,6;5;5;37
4,6;6;4;40
4,7;2;7;28
4,7;3;7;31
4,7;4;5;34
4,7;5;4;37
4,7;6;31;40
4,8;2;30;28
4,8;3;7;31
4,8;4;6;34
4,8;5;23;37
4,8;6;7;40
4,9;2;7;28
4,9;3;11;31
4,9;4;38;34
4,9;5;7;37
4,9;6;12;40
5;2;4;28
5;3;4;31
5;4;4;34
5;5;32;37
5;6;4;40
5,1;2;4;28
5,1;3;4;31
5,1;4;11;34
5,1;5;7;37
5,1;6;7;40
2,2;2;14;24
2,2;3;15;34
2,2;4;7;46
2,2;5;4;60
2,2;6;7;76
2,3;2;25;23
2,3;3;6;32
2,3;4;8;43
2,3;5;4;56
2,3;6;7;71
2,4;2;30;21
2,4;3;16;26
2,4;4;4;31
2,4;5;8;36
2,4;6;9;41
2,5;2;11;21
2,5;3;9;26
2,5;4;7;31
2,5;5;7;36
2,5;6;4;41
2,6;2;8;20
2,6;3;8;24
2,6;4;15;28
2,6;5;7;32
2,6;6;4;36
2,7;2;21;20
2,7;3;25;24
2,7;4;4;28
2,7;5;5;32
2,7;6;17;36
2,8;2;20;20
2,8;3;4;24
2,8;4;6;28
2,8;5;9;32
2,8;6;5;36
2,9;2;8;20
2,9;3;11;24
2,9;4;4;28
2,9;5;7;32
2,9;6;6;36
3;2;7;20
3;3;29;24
3;4;4;28
3;5;15;32
3;6;6;36
3,1;2;15;19
3,1;3;16;22
3,1;4;6;25
3,1;5;21;28
3,1;6;6;31
3,2;2;29;19
3,2;3;6;22
3,2;4;7;25
3,2;5;9;28
3,2;6;4;31
3,3;2;5;19
3,3;3;5;22
3,3;4;4;25
3,3;5;18;28
3,3;6;6;31
3,4;2;7;19
3,4;3;9;22
3,4;4;7;25
3,4;5;23;28
3,4;6;4;31
3,5;2;5;19
3,5;3;21;22
3,5;4;21;25
3,5;5;8;28
3,5;6;5;31
3,6;2;5;18
3,6;3;13;20
3,6;4;6;22
3,6;5;7;24
3,6;6;7;26
3,7;2;12;18
3,7;3;7;20
3,7;4;9;22
3,7;5;8;24
3,7;6;4;26
3,8;2;5;18
3,8;3;5;20
3,8;4;6;22
3,8;5;6;24
3,8;6;9;26
3,9;2;8;18
3,9;3;22;20
3,9;4;9;22
3,9;5;6;24
3,9;6;14;26
4;2;30;18
4;3;7;20
4;4;6;22
4;5;5;24
4;6;12;26
4,1;2;5;18
4,1;3;8;20
4,1;4;6;22
4,1;5;13;24
4,1;6;24;26
4,2;2;14;18
4,2;3;5;20
4,2;4;13;22
4,2;5;24;24
4,2;6;8;26
4,3;2;4;18
4,3;3;32;20
4,3;4;6;22
4,3;5;14;24
4,3;6;13;26
4,4;2;4;18
4,4;3;13;20
4,4;4;7;22
4,4;5;16;24
4,4;6;15;26
4,5;2;20;18
4,5;3;9;20
4,5;4;6;22
4,5;5;4;24
4,5;6;7;26
4,6;2;4;17
4,6;3;20;18
4,6;4;26;19
4,6;5;14;20
4,6;6;20;21
4,7;2;30;17
4,7;3;24;18
4,7;4;6;19
4,7;5;6;20
4,7;6;20;21
4,8;2;4;17
4,8;3;20;18
4,8;4;14;19
4,8;5;9;20
4,8;6;9;21
4,9;2;5;17
4,9;3;5;18
4,9;4;6;19
4,9;5;14;20
4,9;6;20;21
5;2;24;17
5;3;15;18
5;4;7;19
5;5;33;20
5;6;29;21
5,1;2;25;17
5,1;3;20;18
5,1;4;4;19
5,1;5;18;20
5,1;6;26;21
2,2;2;0;0
2,2;3;0;0
2,2;4;0;0
2,2;5;0;0
2,2;6;0;0
2,3;2;0;0
2,3;3;0;0
2,3;4;0;0
2,3;5;0;0
2,3;6;0;0
2,4;2;0;0
2,4;3;0;0
2,4;4;0;0
2,4;5;0;0
2,4;6;0;0
2,5;2;0;0
2,5;3;0;0
2,5;4;0;0
2,5;5;0;0
2,5;6;0;0
2,6;2;0;0
2,6;3;0;0
2,6;4;0;0
2,6;5;0;0
2,6;6;0;0
2,7;2;0;0
2,7;3;0;0
2,7;4;0;0
2,7;5;0;0
2,7;6;0;0
2,8;2;0;0
2,8;3;0;0
2,8;4;0;0
2,8;5;0;0
2,8;6;0;0
2,9;2;0;0
2,9;3;0;0
2,9;4;0;0
2,9;5;0;0
2,9;6;0;0
3;2;0;0
3;3;0;0
3;4;0;0
3;5;0;0
3;6;0;0
3,1;2;0;0
3,1;3;0;0
3,1;4;0;0
3,1;5;0;0
3,1;6;0;0
3,2;2;0;0
3,2;3;0;0
3,2;4;0;0
3,2;5;0;0
3,2;6;0;0
3,3;2;0;0
3,3;3;0;0
3,3;4;0;0
3,3;5;0;0
3,3;6;0;0
3,4;2;0;0
3,4;3;0;0
3,4;4;0;0
3,4;5;0;0
3,4;6;0;0
3,5;2;0;0
3,5;3;0;0
3,5;4;0;0
3,5;5;0;0
3,5;6;0;0
3,6;2;0;0
3,6;3;0;0
3,6;4;0;0
3,6;5;0;0
3,6;6;0;0
3,7;2;0;0
3,7;3;0;0
3,7;4;0;0
3,7;5;0;0
3,7;6;0;0
3,8;2;0;0
3,8;3;0;0
3,8;4;0;0
3,8;5;0;0
3,8;6;0;0
3,9;2;0;0
3,9;3;0;0
3,9;4;0;0
3,9;5;0;0
3,9;6;0;0
4;2;0;0
4;3;0;0
4;4;0;0
4;5;0;0
4;6;0;0
4,1;2;0;0
4,1;3;0;0
4,1;4;0;0
4,1;5;0;0
4,1;6;0;0
4,2;2;0;0
4,2;3;0;0
4,2;4;0;0
4,2;5;0;0
4,2;6;0;0
4,3;2;0;0
4,3;3;0;0
4,3;4;0;0
4,3;5;0;0
4,3;6;0;0
4,4;2;0;0
4,4;3;0;0
4,4;4;0;0
4,4;5;0;0
4,4;6;0;0
4,5;2;0;0
4,5;3;0;0
4,5;4;0;0
4,5;5;0;0
4,5;6;0;0
4,6;2;0;0
4,6;3;0;0
4,6;4;0;0
4,6;5;0;0
4,6;6;0;0
4,7;2;0;0
4,7;3;0;0
4,7;4;0;0
4,7;5;0;0
4,7;6;0;0
4,8;2;0;0
4,8;3;0;0
4,8;4;0;0
4,8;5;0;0
4,8;6;0;0
4,9;2;0;0
4,9;3;0;0
4,9;4;0;0
4,9;5;0;0
4,9;6;0;0
5;2;0;0
5;3;0;0
5;4;0;0
5;5;0;0
5;6;0;0
5,1;2;0;0
5,1;3;0;0
5,1;4;0;0
5,1;5;0;0
5,1;6;0;0
2,2;2;2;10
2,2;3;1;12
2,2;4;3;14
2,2;5;1;16
2,2;6;1;18
2,3;2;2;10
2,3;3;1;12
2,3;4;1;14
2,3;5;3;16
2,3;6;1;18
2,4;2;2;10
2,4;3;3;12
2,4;4;1;14
2,4;5;2;16
2,4;6;2;18
2,5;2;4;10
2,5;3;1;12
2,5;4;2;14
2,5;5;1;16
2,5;6;1;18
2,6;2;4;9
2,6;3;2;10
2,6;4;2;11
2,6;5;2;12
2,6;6;5;13
2,7;2;2;9
2,7;3;2;10
2,7;4;2;11
2,7;5;2;12
2,7;6;1;13
2,8;2;1;9
2,8;3;2;10
2,8;4;1;11
2,8;5;1;12
2,8;6;3;13
2,9;2;2;9
2,9;3;5;10
2,9;4;1;11
2,9;5;2;12
2,9;6;2;13
3;2;2;9
3;3;4;10
3;4;2;11
3;5;2;12
3;6;3;13
3,1;2;1;9
3,1;3;4;10
3,1;4;2;11
3,1;5;2;12
3,1;6;4;13
3,2;2;2;9
3,2;3;1;10
3,2;4;2;11
3,2;5;2;12
3,2;6;2;13
3,3;2;6;9
3,3;3;2;10
3,3;4;2;11
3,3;5;3;12
3,3;6;3;13
3,4;2;3;8
3,4;3;4;8
3,4;4;1;8
3,4;5;1;8
3,4;6;4;8
3,5;2;2;8
3,5;3;2;8
3,5;4;2;8
3,5;5;1;8
3,5;6;3;8
3,6;2;6;8
3,6;3;5;8
3,6;4;1;8
3,6;5;4;8
3,6;6;5;8
3,7;2;4;8
3,7;3;2;8
3,7;4;4;8
3,7;5;3;8
3,7;6;3;8
3,8;2;2;8
3,8;3;2;8
3,8;4;2;8
3,8;5;5;8
3,8;6;3;8
3,9;2;1;8
3,9;3;5;8
3,9;4;3;8
3,9;5;1;8
3,9;6;2;8
4;2;3;8
4;3;3;8
4;4;2;8
4;5;2;8
4;6;3;8
4,1;2;1;8
4,1;3;4;8
4,1;4;2;8
4,1;5;2;8
4,1;6;2;8
4,2;2;2;8
4,2;3;2;8
4,2;4;4;8
4,2;5;3;8
4,2;6;3;8
4,3;2;6;8
4,3;3;2;8
4,3;4;2;8
4,3;5;2;8
4,3;6;2;8
4,4;2;4;8
4,4;3;4;8
4,4;4;3;8
4,4;5;4;8
4,4;6;3;8
4,5;2;4;8
4,5;3;2;8
4,5;4;2;8
4,5;5;2;8
4,5;6;1;8
4,6;2;1;8
4,6;3;2;8
4,6;4;2;8
4,6;5;4;8
4,6;6;4;8
4,7;2;1;8
4,7;3;3;8
4,7;4;4;8
4,7;5;2;8
4,7;6;4;8
4,8;2;3;8
4,8;3;1;8
4,8;4;2;8
4,8;5;2;8
4,8;6;2;8
4,9;2;3;8
4,9;3;5;8
4,9;4;4;8
4,9;5;2;8
4,9;6;2;8
5;2;4;8
5;3;2;8
5;4;4;8
5;5;6;8
5;6;2;8
5,1;2;3;8
5,1;3;1;8
5,1;4;1;8
